id,crawlerId,companyName,techStatus,subTechComment,techComments,sentTeamComment,siteType,jobsOnCareerPage,techAssignee,config,siteId,careerSiteUrl,integrationLink,crawlerType,applyType,emailId,jobUrl,createdOn,updatedOn,sentToTechDate,blockedCrawlingMode
6a0ff2e033d7d9046a50706d,124664442,Frensys Infotech,In Process,Level 1,,No Job Crawled,ATS,1,himanshu.tanwar,"{""frensysinfotech_UC"":{""URL"":"" https://www.frensysinfotech.com/assets/index-04qHINoU.js"",""LOCRGX"":""(?s)role:\""(([^\""]+)).*?location:\""([^\""]+).*?description:\""([^\""]+)"",""LOCRGXSEQ"":""JOBID,JOBTITLE,LOCATION,JOBDESC"",""JOBLINK"":""https://www.frensysinfotech.com/career"",""CurrentJobNum"":1,""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='Frensys Infotech',compid ='124664442', jobConsultant = 'n' where  SITE = 'frensysinfotech_UC'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",frensysinfotech_UC,https://www.frensysinfotech.com/career,https://www.frensysinfotech.com/careers,JPERL,Apply without Registration,,,22-May-26,22-May-26,2025-06-11,"SRPAUTOMATION,OFFLINEPOSTED"
6a0ff2d433d7d9046a50706c,5185504,VERTS Services Ind. Pvt. Ltd,Done,Jobs Shared Manually,SSL Exception- Fatal alert so posted manually ,No Job Crawled,Manual,4,pratham.sharma,"{""xpath"":""//div[@class=\""col-lg-6 pb16 pt16\""]//p//a"",""isOnlyTextSrp"":false,""option"":false,""navigationMethod"":1,""isNavigationMethodSet"":""false"",""isNextFound"":false,""loadMore"":{""xpath"":"""",""threshold"":100}}",5185504_SRP,https://www.verts.co.in/current-openings,https://www.verts.co.in/current-openings,SRPAUTOMATION,Apply with Email,hr@verts.co.in,,22-May-26,22-May-26,2025-10-15,
6a0ff24d33d7d9046a50706b,4099162,NanoNets,Done,Jobs in New Pool,jobs are seen tomorrow(ATS greenhouse),No Job Crawled,ATS,10,hari.gupta,"{""4099162_SRP"":{""PARENT_RULE_NAME"":""boardsGreenhouseRule"",""URL_VARS"":""nanonets"",""POSTQUERY"":""update WEB_JOBS set COMPNAME = 'NanoNets', compid = '4099162', jobConsultant = 'n' where  SITE = '4099162_SRP'""}}",4099162_SRP,https://job-boards.greenhouse.io/nanonets,https://job-boards.greenhouse.io/nanonets,JPERL,Apply without Registration,,,22-May-26,22-May-26,2025-04-25,
6a0ff10333d7d9046a5069a2,1685914,Inlogic Technologies Pvt Ltd,Not Fixable,Robot. Txt,robot,No Job Crawled,SRP,10,priyanka.rao,"{""xpath"":""//a[@class='awsm-job-more']"",""isOnlyTextSrp"":false,""option"":false,""navigationMethod"":1,""isNavigationMethodSet"":""false"",""isNextFound"":false,""loadMore"":{""xpath"":""//div[@class='awsm-jobs-pagination awsm-load-more-main']"",""threshold"":100}}",1685914_SRP,https://inlogic.in/careers/,https://inlogic.in/careers/,SRPAUTOMATION,Apply without Registration,,,22-May-26,22-May-26,2024-04-12,"OFFLINEPOSTED,TIMES"
6a0ff09a33d7d9046a50663d,3832820,Sumedha Softech Pvt. Ltd.,In Process,Level 1,,No Job Crawled,ATS,6,mansi.1,"{""3832820_SRP"":{""URL"":""https://sumedhasoftech.com/career"",""JOBLINK"":""https://sumedhasoftech.com/{{VARJOBLINK}}"",""LOCRGX"":""(?s)<h5 class=\""service-title\"">([^<]+)[^>]+>[^>]+>([^<]+)[^>]+>([^<]+).+?href=\""/(([^\""]+))"",""LOCRGXSEQ"":""JOBTITLE,LOCATION,EXPERIENCE,JOBID,JOBLINK"",""JDRGX1"":""(?s)<div class=\""service-inner\"">.+?<li class=\""\"">(.+?)<div class=\""service-inner-obj\"">"",""JDRGXSEQ1"":""JOBDESC"",""CurrentJobNum"":1,""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='Sumedha Softech Pvt. Ltd.',compid ='3832820', jobConsultant = 'n' where  SITE = '3832820_SRP'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":1,""TERMRGX"":"""",""CanProcceed"":1}}",3832820_SRP,https://sumedhasoftech.com/career#openings,https://sumedhasoftech.com/career,JPERL,Apply without Registration,,,22-May-26,22-May-26,2025-09-30,
6a0ff04533d7d9046a5062d6,124494996,Helli Moulds,Done,Already Live,,No Job Crawled,ATS,4,prashant.s3,"{""hellimoulds_UC"":{""URL"":""https://hellimoulds.com/careers/"",""LOCRGX"":""(?s)<h2 class=\""elementor-heading-title elementor-size-default\"">(([^<]+)).*?>Qualifications.*?<p class=\""elementor-image-box-description\"">([^<]+).*?Experience.*?description\"">([^<]+)(.*?)info@hellimoulds."",""LOCRGXSEQ"":""JOBID,JOBTITLE,EDUCATION,EXPERIENCE,JOBDESC"",""PROXY"":""Yes"",""JOBLINK"":""https://hellimoulds.com/careers/"",""CurrentJobNum"":1,""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='Helli Moulds',compid ='124494996', jobConsultant = 'n' where  SITE = 'hellimoulds_UC'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",hellimoulds_UC,https://hellimoulds.com/careers/,https://hellimoulds.com/careers/,JPERL,Apply with Email,info@hellimoulds.com,,22-May-26,22-May-26,2025-07-02,
6a0feff033d7d9046a505c0a,4355326,The Samhita Academy,In Process,Level 1,,No Job Crawled,ATS,2,aastha.bhardwaj,"{""4355326_SRP"":{""URL"":"" https://thesamhitaacademy.com/careers/"",""CurrentJobNum"":1,""LOCRGX"":""(?s)elementor-accordion-title.+?>(([^<]+).+?<b>([^<]+))(.+?Other Positions)"",""LOCRGXSEQ"":""JOBID,LOCATION,JOBTITLE,JOBDESC"",""JOBLINK"":"" https://thesamhitaacademy.com/careers/"",""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='The Samhita Academy',compid ='4355326', jobConsultant = 'n' where  SITE = '4355326_SRP'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""PROXY"":""ENABLE"",""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",4355326_SRP,https://thesamhitaacademy.com/careers/,https://thesamhitaacademy.com/careers/,JPERL,Apply without Registration,,,22-May-26,22-May-26,2025-09-23,
6a0fefe533d7d9046a505c08,4255294,Dinesh Engineers Pvt Ltd,In Process,Level 1,,No Job Crawled,ATS,1,rohit.choudhary,"{""4255294_SRP"":{""URL"":""https://depl.co.in/careers.php"",""CurrentJobNum"":1,""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='Dinesh Engineers Pvt Ltd',compid ='4255294', jobConsultant = 'n' where  SITE = '4255294_SRP'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""LOCRGX"":""(?s)<tr>[^>]+>([^<]+)[^>]+>[^>]+>([^<]+)[^>]+>[^>]+>([^<]+)"",""LOCRGXSEQ"":""JOBID,JOBTITLE,LOCATION"",""JOBLINK"":""https://depl.co.in/careers.php"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",4255294_SRP,https://depl.co.in/careers.php,https://depl.co.in/careers.php,JPERL,Apply with Email,hr@depl.co.in,,22-May-26,22-May-26,2025-08-19,
6a0fef1f33d7d9046a504808,123823133,Tao Digital India Private Limited,In Process,Level 1,,No Job Crawled,ATS,80,priyanka.rao,"{""taodigitalusa_UC"":{""PARENT_RULE_NAME"":""ceipalRule"",""LANDINGJOBLINK"":""https://www.taodigitalsolutions.com/careers?job_id={{VARJOBLINK}}"",""URL_VARS"":""T2VFaElyMkV4eklQcHlWM042SUlOUT09"",""POSTQUERY"":""update WEB_JOBS set COMPNAME = 'Tao Digital India Private Limited', compid = '123823133', jobConsultant = 'n' where  SITE = 'taodigitalusa_UC'""}}",taodigitalusa_UC,https://www.taodigitalsolutions.com/careers,https://jobsapi.ceipal.com/APISource/v1/index.html?bgcolor=1ba1ff&api_key=T2VFaElyMkV4eklQcHlWM042SUlOUT09&cp_id=Z3RkUkt2OXZJVld2MjFpOVRSTXoxZz09,JPERL,Apply without Registration,,,22-May-26,22-May-26,2025-07-30,
6a0feed333d7d9046a504805,123823133,Tao Digital India Private Limited,In Process,Level 1,,No Job Crawled,ATS,80,priyanka.rao,"{""taodigitalusa_UC"":{""PARENT_RULE_NAME"":""ceipalRule"",""LANDINGJOBLINK"":""https://www.taodigitalsolutions.com/careers?job_id={{VARJOBLINK}}"",""URL_VARS"":""T2VFaElyMkV4eklQcHlWM042SUlOUT09"",""POSTQUERY"":""update WEB_JOBS set COMPNAME = 'Tao Digital India Private Limited', compid = '123823133', jobConsultant = 'n' where  SITE = 'taodigitalusa_UC'""}}",taodigitalusa_UC,https://www.taodigitalsolutions.com/careers,https://jobsapi.ceipal.com/APISource/v1/index.html?bgcolor=1ba1ff&api_key=T2VFaElyMkV4eklQcHlWM042SUlOUT09&cp_id=Z3RkUkt2OXZJVld2MjFpOVRSTXoxZz09,JPERL,Apply without Registration,,,22-May-26,22-May-26,2025-07-30,
6a0fee2433d7d9046a504802,3924210,Deligence Technologies Pvt. Ltd.,Done,Jobs in New Pool,NO JD on CS,No Job Crawled,ATS,3,prashant.s3,"{""3924210_SRP"":{""URL"":""https://www.deligence.com/careers/"",""CurrentJobNum"":1,""LOCRGX"":""(?s)<span class=\""fusion-toggle-heading\"">(([^<]+)).*?Experience Required(.*?)<br.*?Location-</strong>([^<]+)"",""LOCRGXSEQ"":""JOBID,JOBTITLE,EXPERIENCE,LOCATION"",""JOBLINK"":""https://www.deligence.com/careers/"",""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='Deligence Technologies Pvt. Ltd.',compid ='3924210', jobConsultant = 'n' where  SITE = '3924210_SRP'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""PROXY"":""Yes"",""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",3924210_SRP,https://www.deligence.com/careers/,https://www.deligence.com/careers/,JPERL,Apply without Registration,,,22-May-26,22-May-26,2025-05-20,
6a0fedeb33d7d9046a504800,124675018,Titalee Arts,In Process,Level 1,no jd no location ,No Job Crawled,ATS,4,aastha.bhardwaj,"{""titalee_UC"":{""URL"":""https://www.titalee.com/pages/Careers"",""CurrentJobNum"":1,""LOCRGX"":""(?s)<option[^>]+>(([^<]+))"",""LOCRGXSEQ"":""JOBID,JOBTITLE"",""JOBLINK"":""https://www.titalee.com/pages/Careers"",""PROXY"":""Yes"",""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='Titalee Arts',compid ='124675018', jobConsultant = 'n' where  SITE = 'titalee_UC'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",titalee_UC,https://www.titalee.com/pages/Careers,https://www.titalee.com/pages/Careers,JPERL,Apply without Registration,,,22-May-26,22-May-26,2025-05-16,
